id,durationinseconds,recordeddate,responseid,consent,religion,religion_do,imm_1,imm_2,leaver,outcome_control,outcome_treat,fl_5_do,basics_do,treatment,missing,outcome,support2,id2,session_id,age,countryofbirth,currentcountryofresidence,currentukareaofresidence,employmentstatus,ethnicitysimplified,genderidentity,highesteducationlevelcompleted,householdsize,nationality,personalincomegbp,politicalaffiliationuk,relationshipmaritalstatus,religiousaffiliation,sex,sexualorientation,ukgeneralelection2019,brexit,gender,queer,trans,ideology,ed,degree,region,voterecall,income,race,civilstat,relig,student,nonwhite,agecat,imm1mean,immbelow,imm3,fourarm,religmed,support
83,47,11/12/2021 9:39,R_1118rC4BmhCohJO,1,4,0|1|2|3|4|5|9999,5,5,0,,0,Treatment,imm|leaver|religion,1,0,0,Supports LGBT+ education,1078,618e9acdda43cb68763c166d,42,United Kingdom,United Kingdom,"London, England ",Full-Time,Asian,Male,Undergraduate degree (BA/BSc/other),4,United Kingdom,"Â£10,000 - Â£19,999",Left,In a relationship,Hinduism,Male,bisexual,Labour Party,I was eligible but did not vote,Man,Not heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,"London, England ",Labour,1,Asian,Relationship,Other,0,1,35-44,6.081356,1,1,Anti-immigration+Treatment,0,1
684,102,11/12/2021 9:39,R_BYzxFskX7C6uFR7,1,0,0|1|2|3|4|5|9999,10,10,0,,0,Treatment,leaver|imm|religion,1,0,0,Supports LGBT+ education,1079,618e9b5bd7a1d8480b6f4dd7,63,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,White,Male,No formal qualifications,2,United Kingdom,"Â£20,000 - Â£29,999",N/A,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Prefer not to say,No formal qualifications,0,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Cons,2,White,Married,Christian,0,0,55-64,6.081356,0,2,Pro-immigration+Treatment,0,1
1180,274,11/12/2021 9:40,R_3lVSEobE5pxYosy,1,0,0|1|2|3|4|5|9999,7,8,0,6,,ControlText,leaver|religion|imm,0,0,6,Opposes LGBT+ education,1080,618e9b71747d241c913dc0e3,41,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,White,Male,Undergraduate degree (BA/BSc/other),3,United Kingdom,"Â£10,000 - Â£19,999",Left,Single,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Labour Party,Remain,Man,Heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Labour,1,White,Single,Non-religious,0,0,35-44,6.081356,0,2,Pro-Immigration+Control,0,0
693,102,11/12/2021 9:40,R_1I4S0LGMyG26tCc,1,0,0|1|2|3|4|5|9999,3,3,1,10,,ControlText,imm|leaver|religion,0,0,10,Opposes LGBT+ education,1081,618e9b3cbe80633d8c8bcad2,36,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,White,Male,Undergraduate degree (BA/BSc/other),3,United Kingdom,"Â£60,000 - Â£69,999",Centre,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Centre,Undergraduate degree (BA/BSc/other),1,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Cons,6,White,Married,Non-religious,0,0,35-44,6.081356,1,0,Anti-Immigration+Control,0,0
755,108,11/12/2021 9:41,R_3n8DUnubiZMW6m9,1,1,0|1|2|3|4|5|9999,10,10,,,0,Treatment,leaver|imm|religion,1,0,0,Supports LGBT+ education,1082,618e9b92d8fea63dce92206b,36,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,White,Male,Undergraduate degree (BA/BSc/other),5,United Kingdom,"Â£50,000 - Â£59,999",Left,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Labour Party,Remain,Man,Heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Labour,5,White,Married,Non-religious,0,0,35-44,6.081356,0,2,Pro-immigration+Treatment,0,1
1044,160,11/12/2021 9:41,R_3M9b4m8OuV4TO5E,1,0,5|4|3|2|1|0|9999,10,10,0,0,,ControlText,imm|leaver|religion,0,0,0,Supports LGBT+ education,1083,618e9bc33987794e29be4b2a,41,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,White,Male,Undergraduate degree (BA/BSc/other),1,United Kingdom,"Â£30,000 - Â£39,999",Left,In a relationship,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Labour Party,Remain,Man,Heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Labour,3,White,Relationship,Non-religious,0,0,35-44,6.081356,0,2,Pro-Immigration+Control,0,1
403,77,11/12/2021 9:41,R_2rDyWAPPa3p98u4,1,1,0|1|2|3|4|5|9999,6,8,0,2,,ControlText,religion|leaver|imm,0,0,2,Supports LGBT+ education,1084,618e9c292c5a83ade03724d3,36,United Kingdom,United Kingdom,"London, England ",Full-Time,White,Male,Undergraduate degree (BA/BSc/other),1,United Kingdom,"Â£30,000 - Â£39,999",Left,Single,Spiritualism,Male,homosexual,Labour Party,Remain,Man,Not heterosexual,0,Left,Undergraduate degree (BA/BSc/other),1,"London, England ",Labour,3,White,Single,Other,0,0,35-44,6.081356,1,1,Anti-Immigration+Control,0,1
10,29,11/12/2021 9:42,R_qw7yqMF4NiEN1D3,1,0,5|4|3|2|1|0|9999,0,0,1,,0,Treatment,leaver|religion|imm,1,0,0,Supports LGBT+ education,1085,618e9c7235aadf059b3ee25e,38,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,White,Male,Doctorate degree (PhD/other),4,United Kingdom,"Â£30,000 - Â£39,999",Centre,Married,Other,Male,heterosexual,Labour Party,Leave,Man,Heterosexual,0,Centre,Doctorate degree (PhD/other),1,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Labour,3,White,Married,Other,0,0,35-44,6.081356,1,0,Anti-immigration+Treatment,0,1
1197,570,11/12/2021 9:42,R_29nszjG3Dh4pRPm,1,1,0|1|2|3|4|5|9999,10,10,9999,,0,Treatment,imm|religion|leaver,1,0,0,Supports LGBT+ education,1086,618e9da479af9f51aa98760c,65,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,White,Male,Secondary education (e.g. GED/GCSE),2,United Kingdom,"Â£10,000 - Â£19,999",Left,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Labour Party,Remain,Man,Heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Labour,1,White,Married,Christian,0,0,65+,6.081356,0,2,Pro-immigration+Treatment,0,1
236,62,11/12/2021 9:45,R_2TRctF7Yys8pyy5,1,0,0|1|2|3|4|5|9999,10,10,0,,0,Treatment,imm|religion|leaver,1,0,0,Supports LGBT+ education,1087,618e9db1595a2b38aeafbdbd,36,United Kingdom,United Kingdom,Wales,Full-Time,White,Male,Secondary education (e.g. GED/GCSE),,United Kingdom,"Less than Â£10,000 ",Left,Married,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,bisexual,Labour Party,Remain,Man,Not heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,Wales,Labour,0,White,Married,Non-religious,0,0,35-44,6.081356,0,2,Pro-immigration+Treatment,0,1
467,82,11/12/2021 9:45,R_2TGzNdlCsoJ7EYJ,1,0,5|4|3|2|1|0|9999,10,10,0,5,,ControlText,religion|imm|leaver,0,0,5,Opposes LGBT+ education,1088,618e9e00a16dda36ee6deacb,19,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Unemployed (and job seeking),White,Male,Secondary education (e.g. GED/GCSE),4,United Kingdom,"Less than Â£10,000 ",Left,Single,Spiritualism,Male,heterosexual,Labour Party,I was eligible but did not vote,Man,Heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Labour,0,White,Single,Other,1,0,18-24,6.081356,0,2,Pro-Immigration+Control,0,0
110,50,11/12/2021 9:45,R_2zN4gZodKwRy28V,1,3,0|1|2|3|4|5|9999,5,7,9999,,3,Treatment,religion|imm|leaver,1,0,3,Supports LGBT+ education,1089,618e9f5341738b2db8f54133,45,Israel,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Other,Female,Graduate degree (MA/MSc/MPhil/other),4,United Kingdom,"Â£10,000 - Â£19,999",Left,Married,Judaism,Female,heterosexual,Liberal Democrats,Remain,Woman,Heterosexual,0,Left,Graduate degree (MA/MSc/MPhil/other),1,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,1,Other,Married,Other,0,1,45-54,6.081356,1,1,Anti-immigration+Treatment,0,1
256,64,11/12/2021 9:47,R_elY8xTAhhPv63Ch,1,0,5|4|3|2|1|0|9999,0,0,1,,9,Treatment,imm|leaver|religion,1,0,9,Opposes LGBT+ education,1090,618e9f5e41738b2db8f54134,35,United Kingdom,United Kingdom,"London, England ",Full-Time,Mixed,Male,High school diploma/A-levels,4,United Kingdom,"Â£20,000 - Â£29,999",Left,Engaged,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Liberal Democrats,Remain,Man,Heterosexual,0,Left,High school diploma/A-levels,0,"London, England ",Other,2,Mixed,Engaged,Christian,0,1,35-44,6.081356,1,0,Anti-immigration+Treatment,0,0
628,96,11/12/2021 9:47,R_1KpzmDaeQsftBNA,1,0,0|1|2|3|4|5|9999,6,7,0,4,,ControlText,imm|leaver|religion,0,0,4,Supports LGBT+ education,1091,618e9f7889b71474cbdf381a,41,United Kingdom,United Kingdom,"London, England ",Part-Time,Mixed,Male,High school diploma/A-levels,2,United Kingdom,"Â£20,000 - Â£29,999",Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,I did not vote,I was eligible but did not vote,Man,Heterosexual,0,Centre,High school diploma/A-levels,0,"London, England ",Prefer not to say,2,Mixed,Married,Christian,0,1,35-44,6.081356,1,1,Anti-Immigration+Control,0,1
550,89,11/12/2021 9:47,R_1ovuptvcpUcHfm7,1,5,0|1|2|3|4|5|9999,2,6,1,10,,ControlText,leaver|religion|imm,0,0,10,Opposes LGBT+ education,1092,618e9f85a16dda36ee6deadd,41,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Asian,Male,Graduate degree (MA/MSc/MPhil/other),2,United Kingdom,"Â£20,000 - Â£29,999",Left,Single,Islam,Male,heterosexual,Conservatives,Remain,Man,Heterosexual,0,Left,Graduate degree (MA/MSc/MPhil/other),1,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Cons,2,Asian,Single,Muslim,0,1,35-44,6.081356,1,0,Anti-Immigration+Control,0,0
175,58,11/12/2021 9:48,R_2VNIMrvNwHk8ayD,1,3,5|4|3|2|1|0|9999,6,6,9999,5,,ControlText,religion|imm|leaver,0,0,5,Opposes LGBT+ education,1093,618ea437fe22ec091cc0e1cd,58,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Black,Female,Undergraduate degree (BA/BSc/other),1,United Kingdom,"Â£10,000 - Â£19,999",Centre,Separated,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,I did not vote,Remain,Woman,Heterosexual,0,Centre,Undergraduate degree (BA/BSc/other),1,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Prefer not to say,1,Black,Divorced,Non-religious,0,1,55-64,6.081356,1,1,Anti-Immigration+Control,0,0
234,62,11/12/2021 9:48,R_2zHfteCqbaxFJv3,1,0,0|1|2|3|4|5|9999,7,7,0,,4,Treatment,religion|imm|leaver,1,0,4,Supports LGBT+ education,1094,618ea669d163fb29a3d43619,47,United States,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)","Not in paid work (e.g. homemaker', 'retired or disabled)",Mixed,Female,Technical/community college,4,United Kingdom,"Â£20,000 - Â£29,999",Centre,Married,Spiritualism,Female,heterosexual,Conservatives,Leave,Woman,Heterosexual,0,Centre,Technical/community college,0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Cons,2,Mixed,Married,Other,0,1,45-54,6.081356,0,2,Pro-immigration+Treatment,0,1
14,32,11/12/2021 9:49,R_C7iJJAhxGhwa0Rb,1,4,0|1|2|3|4|5|9999,9,8,0,,10,Treatment,leaver|religion|imm,1,0,10,Opposes LGBT+ education,1095,618ea7161457ba937c2e7145,63,Singapore,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Asian,Female,Graduate degree (MA/MSc/MPhil/other),2,United Kingdom,"Less than Â£10,000 ",Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Conservatives,Leave,Woman,Heterosexual,0,Centre,Graduate degree (MA/MSc/MPhil/other),1,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Cons,0,Asian,Married,Christian,0,1,55-64,6.081356,0,2,Pro-immigration+Treatment,0,0
615,95,11/12/2021 9:50,R_3IWulw6U5QHH8nP,1,0,0|1|2|3|4|5|9999,9,8,0,1,,ControlText,religion|leaver|imm,0,0,1,Supports LGBT+ education,1096,618eaeeb125734854e67d094,58,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Black,Female,Technical/community college,2,United Kingdom,"Â£20,000 - Â£29,999",Centre,In a relationship,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Liberal Democrats,Remain,Woman,Heterosexual,0,Centre,Technical/community college,0,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Other,2,Black,Relationship,Christian,0,1,55-64,6.081356,0,2,Pro-Immigration+Control,0,1
94,48,11/12/2021 9:50,R_cSkIRbiYqD26Edr,1,1,5|4|3|2|1|0|9999,10,8,0,,4,Treatment,leaver|imm|religion,1,0,4,Supports LGBT+ education,1097,618eb0937bb97da62d5094f2,65,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Mixed,Female,Technical/community college,1,United Kingdom,"Â£10,000 - Â£19,999",Centre,Divorced,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Conservatives,Remain,Woman,Heterosexual,0,Centre,Technical/community college,0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Cons,1,Mixed,Divorced,Christian,0,1,65+,6.081356,0,2,Pro-immigration+Treatment,0,1
1033,158,11/12/2021 9:51,R_p0jSIfnqLLCFe5b,1,1,5|4|3|2|1|0|9999,9,8,0,2,,ControlText,imm|leaver|religion,0,0,2,Supports LGBT+ education,1098,618ed38cb8058c48f9167e56,86,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Male,No formal qualifications,3,United Kingdom,"Â£20,000 - Â£29,999",Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Centre,No formal qualifications,0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Cons,2,White,Married,Christian,0,0,65+,6.081356,0,2,Pro-Immigration+Control,0,1
741,107,11/12/2021 9:52,R_0vK1g0uiJ0IQa7T,1,0,0|1|2|3|4|5|9999,0,2,1,,10,Treatment,imm|religion|leaver,1,0,10,Opposes LGBT+ education,1099,618ee7bc92e34478ff01651a,68,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Â£10,000 - Â£19,999",Centre,In a relationship,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Labour,1,White,Relationship,Non-religious,0,0,65+,6.081356,1,0,Anti-immigration+Treatment,0,0
191,59,11/12/2021 9:52,R_1qhaYbM8c2dbzVg,1,0,0|1|2|3|4|5|9999,9,8,0,0,,ControlText,imm|religion|leaver,0,0,0,Supports LGBT+ education,1100,618eeb2f38c4f55fb7964a1c,52,Ghana,United Kingdom,"London, England ",Full-Time,Black,Female,Secondary education (e.g. GED/GCSE),5,United Kingdom,"Â£30,000 - Â£39,999",N/A,Single,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Labour Party,Rather not say,Woman,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"London, England ",Labour,3,Black,Single,Christian,0,1,45-54,6.081356,0,2,Pro-Immigration+Control,0,1
1047,161,11/12/2021 9:52,R_4NNBLcmqhioyjId,1,0,0|1|2|3|4|5|9999,4,6,1,,6,Treatment,religion|imm|leaver,1,0,5,Opposes LGBT+ education,1101,618eeeef4984f1adb8cb8fd3,66,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Â£10,000 - Â£19,999",Centre,Widowed,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Conservatives,Leave,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Cons,1,White,Widowed,Christian,0,0,65+,6.081356,1,1,Anti-immigration+Treatment,0,0
532,88,11/12/2021 9:53,R_p9u1wYngAvihQRj,1,0,0|1|2|3|4|5|9999,7,8,0,0,,ControlText,imm|religion|leaver,0,0,0,Supports LGBT+ education,1102,618ef17a16ee0cd0c169fe1d,54,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,Asian,Female,Secondary education (e.g. GED/GCSE),6,United Kingdom,Rather not say,N/A,Married,Islam,Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Labour,1.6435921,Asian,Married,Muslim,0,1,45-54,6.081356,0,2,Pro-Immigration+Control,0,1
103,49,11/12/2021 9:53,R_21A0ToLBvS2oVz1,1,0,5|4|3|2|1|0|9999,8,9,0,,1,Treatment,religion|leaver|imm,1,0,1,Supports LGBT+ education,1103,618f0d0f31ce4a82682f7003,65,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Less than Â£10,000 ",Centre,Single,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,I did not vote,Leave,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Prefer not to say,0,White,Single,Christian,0,0,65+,6.081356,0,2,Pro-immigration+Treatment,0,1
891,125,11/12/2021 9:56,R_scbZOH1qCLIqqD7,1,0,0|1|2|3|4|5|9999,10,10,0,0,,ControlText,imm|leaver|religion,0,0,0,Supports LGBT+ education,1104,618f7c4e1d9d79c616e88cb4,66,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,White,Male,Secondary education (e.g. GED/GCSE),1,United Kingdom,"Â£10,000 - Â£19,999",N/A,Divorced,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Male,heterosexual,Liberal Democrats,Leave,Man,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,1,White,Divorced,Non-religious,0,0,65+,6.081356,0,2,Pro-Immigration+Control,0,1
958,138,11/12/2021 9:57,R_qXDZx34alIpDLDH,1,1,0|1|2|3|4|5|9999,5,5,1,5,,ControlText,leaver|religion|imm,0,0,5,Opposes LGBT+ education,1105,618f9a67e792049a65cd5ac6,69,United Kingdom,United Kingdom,"London, England ","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Don't know / not applicable,,United Kingdom,"Â£30,000 - Â£39,999",Left,Separated,Other,Female,heterosexual,Labour Party,Remain,Woman,Heterosexual,0,Left,Don't know / not applicable,0,"London, England ",Labour,3,White,Divorced,Other,0,0,65+,6.081356,1,1,Anti-Immigration+Control,0,0
405,77,11/12/2021 10:01,R_2QuCLcttFcoZP1j,1,1,0|1|2|3|4|5|9999,5,5,0,,2,Treatment,religion|leaver|imm,1,0,1,Supports LGBT+ education,1106,618ff44cfc929ed7322056d7,75,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,No formal qualifications,,United Kingdom,"Â£20,000 - Â£29,999",Right,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Conservatives,Remain,Woman,Heterosexual,0,Right,No formal qualifications,0,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Cons,2,White,Married,Christian,0,0,65+,6.081356,1,1,Anti-immigration+Treatment,0,1
430,80,11/12/2021 10:02,R_pSse5jN3TJnp3cR,1,0,5|4|3|2|1|0|9999,10,10,0,,0,Treatment,imm|religion|leaver,1,0,0,Supports LGBT+ education,1107,61901a504facadea3e81ccd2,68,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Less than Â£10,000 ",N/A,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Labour Party,Leave,Woman,Heterosexual,0,Prefer not to say,Secondary education (e.g. GED/GCSE),0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Labour,0,White,Married,Christian,0,0,65+,6.081356,0,2,Pro-immigration+Treatment,0,1
86,48,11/12/2021 10:02,R_2zYljH9mB5553nA,1,0,5|4|3|2|1|0|9999,10,10,0,0,,ControlText,leaver|religion|imm,0,0,0,Supports LGBT+ education,1108,619026ecfcd8b4f320b1251c,76,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,Rather not say,Centre,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Female,heterosexual,Conservatives,Leave,Woman,Heterosexual,0,Centre,Secondary education (e.g. GED/GCSE),0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Cons,1.6435921,White,Married,Christian,0,0,65+,6.081356,0,2,Pro-Immigration+Control,0,1
384,75,11/12/2021 10:08,R_1qUkrXx97P9c3gP,1,2,0|1|2|3|4|5|9999,10,10,0,,0,Treatment,religion|leaver|imm,1,0,0,Supports LGBT+ education,1109,61905c12cc3a73a5e9219b64,67,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",White,Female,Secondary education (e.g. GED/GCSE),,United Kingdom,"Â£10,000 - Â£19,999",Left,Single,"Non Religious (e.g. Agnostic, Atheist, No Religion)",Female,heterosexual,Conservatives,Remain,Woman,Heterosexual,0,Left,Secondary education (e.g. GED/GCSE),0,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Cons,1,White,Single,Non-religious,0,0,65+,6.081356,0,2,Pro-immigration+Treatment,0,1
379,75,11/12/2021 10:09,R_u39JrX9y3ncQDAt,1,2,0|1|2|3|4|5|9999,10,10,0,,0,Treatment,leaver|imm|religion,1,0,0,Supports LGBT+ education,1110,6190d2bbb4768b69f8a41bcf,65,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,White,Male,Secondary education (e.g. GED/GCSE),4,United Kingdom,"Â£30,000 - Â£39,999",Right,Married,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",Male,heterosexual,Conservatives,Leave,Man,Heterosexual,0,Right,Secondary education (e.g. GED/GCSE),0,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Cons,3,White,Married,Christian,0,0,65+,6.081356,0,2,Pro-immigration+Treatment,0,1
